origin,average_user_rating,weight,title,manufactured,current_url,length,score,gauge,cigar_format,ring,presentation
Cuba,3.5,"8,46 gr.","
  Romeo y Julieta  Romeo No 2",Machine Made,http://www.cigars-review.org/Romeo-y-Julieta-Romeo-No-2.htm,129,6.5,Medium,Petit Coronas,42,"Semi Plain box: (In aluminium tubes) boxes of 25.
Cardboard Pack: Boxes of 5 in boxes of 25.
Special Packaging: ""Cajon"" of 100."
Cuba,3.5,,"
  Romeo y Julieta  Regalias de La Habana",Machine Made,http://www.cigars-review.org/Romeo-y-Julieta-Regalias-De-La-Habana.htm,125,,Thin,Belvederes,39,"Semi Plain Box: (With cellophane) Boxes of 25.
Cardboard Pack: (With cellophane) boxes of 5 in boxes of 25 and 50."
Cuba,0.0,,"
  Quintero y Hno.  Miramars",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Miramars.htm,146,,Medium,,,
Cuba,4.5,"11,66 gr.","
  Romeo y Julieta  Robusto LE 2001",Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Robusto-LE-2001.htm,124,8.9,Thick,Robusto,50,2 Layers in a Box of 25
Cuba,3.0,3 gr.,"
  Quintero y Hno.  Puritos",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Puritos.htm,106,6.2,Thin,Chicos,29,Two layers wrapped in cellophane in a box of 25
Cuba,4.0,"7,29 gr.","
  Quintero y Hno.  Media Coronas",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Medias-Coronas.htm,126,,Medium,Londres,40,Semi Plain Box: (Without cellophane) Boxes of 25
Cuba,3.5,"6,4 gr.","
  Quintero y Hno.  Panetelas",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Panetelas.htm,127,6.8,Thin,Veguerito,37,"Semi Plain Box: (With cellophane) Boxes of 25; (Without cellophane) boxes of 25.
Cardboard Pack: (With cellophane) boxes of 5 in boxes of 50; (Without cellophane) boxes of 5 in boxes of 50."
Cuba,3.5,"6,9 gr.","
  Quintero y Hno.  Londres",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Londres.htm,123,,Medium,Standard,40,Semi Plain Box: (With cellophane) Boxes of 25; (Without cellophane) boxes of 25.
Cuba,3.0,"7,29 gr.","
  Quintero y Hno.  Medias Coronas Selectas",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Medias-Coronas-Selectas.htm,126,6.3,Medium,Londres,40,2 Layers in a Box of 25
Cuba,0.0,"9,29 gr.","
  Quintero y Hno.  Coronas Selectas",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Coronas-Selectas.htm,142,,Medium,Corona,42,Semi Plain Box: (With cellophane) Boxes of 10 and 25
Cuba,3.0,"7,6 gr.","
  Quintero y Hno.  Nacionales",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Nacionales.htm,140,6.0,Medium,Nacionales,40,"Semi Plain Box: (With cellophane) Boxes of 25; (Without cellophane) boxes of 25.
Carboard pack: (With cellophane) Boxes of 5 in boxes of 50; (Without cellophane) boxes of 5 in boxes of 50."
Cuba,0.0,,"
  Quintero y Hno.  Conchas No. 1",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Conchas-No-1.htm,113,,Thin,,,
Cuba,2.0,"9,29 gr.","
  Quintero y Hno.  Coronas",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Coronas.htm,142,4.4,Medium,Corona,42,Semi Plain Box: (With cellophane) Boxes of 10 and 25; (Without cellophane) boxes of 25.
Cuba,3.5,"6,9 gr.","
  Quintero y Hno.  Londres Extra",Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Londres-Extra.htm,123,7.3,Medium,Standard,40,Semi Plain Box: (With cellophane) Boxes of 25; (Without cellophane) boxes of 25.
Cuba,0.0,"7,52 gr.","
  Romeo y Julieta  Plateados de Romeo MM",Machine Made,http://www.cigars-review.org/Romeo-y-Julieta-Plateados-De-Romeo-MM.htm,129,,Medium,Petit Cetro,40,Special packaging:(In aluminium packs with cellophane) boxes of 5 in boxes of 25.
Cuba,0.0,"8,46 gr.","
  Romeo y Julieta  Plateados de Romeo HM",Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Plateados-De-Romeo-HM.htm,129,,Medium,Mareva,42,Special packaging: (In aluminium packs with cellophane) boxes of 5 in boxes of 25.
Cuba,0.0,,"
  Romeo y Julieta  Piramides",Hand Made,http://www.cigars-review.org/Romeo_y_Julieta_Piramides.htm,156,,Thick,Piramide,52,
Cuba,4.0,"15,07 gr.","
  Romeo y Julieta  Prince of Wales",Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Prince-of-Wales.htm,178,8.2,Thick,Julieta No. 2,47,2 Layers in a Box of 25
