origin,average_user_rating,weight,title,manufactured,current_url,length,score,gauge,cigar_format,ring,presentation
Cuba,0.0,"4,94 gr.",Punch Punchinellos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Punchinellos.htm,117,,Thin,Panetela,34,Semi Plain Box: (Without cellophane) boxes of 25.
Cuba,4.0,"8,46 gr.",Punch Royal Selection No. 12 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Royal-Selection-No-12.htm,129,8.0,Medium,Mareva,42,Slide lid box of 25
Cuba,4.5,"11,41 gr.",Punch Royal selection No 11 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Royal-selection-No-11.htm,143,8.9,Thick,Corona Gorda,46,Slide lid box of 25
Cuba,0.0,"11,66 gr.",Punch Punch Royal Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Punch-Royal.htm,141,,Thick,Gordito,50,
Cuba,4.0,"9,29 gr.",Punch Royal Coronations Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Royal-Coronations.htm,142,7.5,Medium,Corona,42,3 Layers of cedar-lined aluminium tubes in a box o
Cuba,3.5,"11,41 gr.",Punch Punch Punch Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Punch-Punch.htm,143,7.4,Thick,Corona Gorda,46,2 Layers in a Box of 25
Cuba,0.0,"8,46 gr.",Punch Presidentes Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Presidentes.htm,129,,Medium,Mareva,42,Special Packaging: Glass Jar of 25.
Cuba,2.0,,Punch Poderosos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Poderosos.htm,164,,Thick,Sublime,54,
Cuba,0.0,"17,86 gr.",Punch Platino Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Platino.htm,194,,Thick,Prominente,49,
Cuba,0.0,,Punch Petit Piramides Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Petit-Piramides.htm,127,,Thick,Petit Piramides,50,
Cuba,0.0,,Punch Petit Coronas Ones Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Petit-Coronas-Ones.htm,129,,Medium,,,
Cuba,0.0,,Punch Perfectos Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Punch-Perfectos.htm,127,,Medium,,,
Cuba,0.0,"7,07 gr.",Punch Panetelas Grandes Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Panetelas-Grandes.htm,178,,Thin,Ninfa,33,Semi Plain Box: (Without cellophane) boxes of 25.
Cuba,3.5,"6,72 gr.",Punch Petit Coronations Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Petit-Coronations.htm,117,6.5,Medium,Coronitas,40,2 Layers in a Box of 25
Cuba,4.0,"5,91 gr.",Punch Petit Punch Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Petit-Punch.htm,102,7.8,Medium,Perla,42,Banded bundle of 50 in a varnished slide-lid box.
Cuba,4.0,"8,46 gr.",Punch Petit Coronas del Punch Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Petit-Coronas-del-Punch.htm,129,8.1,Medium,Mareva,42,2 Layers in a Box of 25
Cuba,4.0,"8,46 gr.",Punch Petit Coronas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Petit-Coronas.htm,129,8.0,Medium,Mareva,42,"Slide Lid Box: Boxes of 50.
Special Packaging: Glass jar of 25."
Cuba,0.0,"4,94 gr.",Punch Panetelas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Panetelas.htm,117,,Thin,Panetela,34,Semi Plain Box: (Without cellophane) boxes of 25.
Cuba,2.5,,Punch Northern Lights Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Northern-Lights.htm,110,,Thick,Petit Edmundo,52,
Cuba,4.5,,Punch Palmas Reales Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Punch-Palmas-Reales.htm,140,,Medium,Cremas,40,Semi Plain Box: (With cellophane) boxes of 25.
Cuba,4.0,"7,07 gr.",Punch Ninfas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Ninfas.htm,178,8.0,Thin,Ninfa,33,2 Layers in a Box of 25
Cuba,0.0,"6,72 gr.",Punch Nectares No4 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Nectares-no4.htm,116,,Medium,Franciscano,40,
Cuba,0.0,"11,41 gr.",Punch Nectares No2 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Nectares-no2.htm,143,,Thick,Corona Gorda,46,
Cuba,0.0,,Montecristo Salomones II Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Salomones-ii.htm,174,,Thick,Salomon II,57,
Cuba,0.0,"8,84 gr.",Punch Nacionales Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Nacionales.htm,135,,Medium,Cosacos,42,Semi Plain Box: (Without cellophane) Boxes of 25.
Cuba,4.5,"15,07 gr.",Punch Monarcas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Monarcas.htm,178,8.7,Thick,Julieta No. 2,47,2 Layers in a Box of 25
Cuba,4.0,"2,94 gr.",Punch Margaritas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Margaritas.htm,121,8.1,Thin,Carolina,26,2 Layers in a Box of 25
Cuba,4.5,,Montecristo Sublimes LE 2008 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Sublimes-EL-2008.htm,164,9.2,Thick,Sublime,54,Semi Boite Natures boxes comprising 10 units
Cuba,0.0,"7,07 gr.",Punch Nectares No5 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Nectares-no5.htm,178,,Thin,Ninfa,33,
Cuba,0.0,"8,46 gr.",Punch Gran Corona Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Gran-Corona.htm,146,,Medium,Superiores,40,Special Packaging: Humidor of 100 (5 layers)
Cuba,4.5,"11,66 gr.",Montecristo Robustos Millenium Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Robustos.htm,124,9.2,Thick,Robusto,50,25 cigars packaged in a decorative ceramic jar
Cuba,4.5,"11,66 gr.",Montecristo Robusto LE 2001 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Robusto-LE-2001.htm,124,8.6,Thick,Robusto,50,2 Layers in a Box of 25
Cuba,3.5,"11,66 gr.",Montecristo Robusto LE 2006 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Robusto-LE-2006.htm,124,7.4,Thick,Robusto,50,Cigars are packaged in unvarnished Semi Boite Nature Boxes with brooch comprising 25 units.
Cuba,4.0,"8,46 gr.",Montecristo Petit Tubos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Petit-Tubos.htm,129,7.6,Medium,Mareva,42,2 Layers in a Box of 25
Cuba,4.0,"7,52 gr.",Punch Exquisitos Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Punch-Exquisitos.htm,129,,Medium,Petit Cetro,40,Semi Plain Box: (With cellophane) boxes of 10 and boxes of 25.
Cuba,4.5,,Montecristo Regata Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Regata.htm,135,8.5,Thick,Forum,46,
Cuba,0.0,,Punch Exhibit No. 5 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Exhibit-No-5.htm,102,,Medium,,,
Cuba,4.0,,Montecristo Petit Edmundo Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Petit-Edmundo.htm,110,7.9,Thick,Petit Edmundo,52,??
Cuba,0.0,"18,79 gr.",Punch Diademas Extra No 2 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Diademas-Extra-No-2.htm,235,,Thick,Gran Corona,47,Semi Plain Box: Boxes of 1 in a individual slide lid box in a semi plain box of 5 boxes.
Cuba,0.0,,Punch Diademas Extra No 1 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Diademas-Extra-No-1.htm,233,,Thick,Diademas,55,Semi Plain Box: Boxes of 1 in an individual slide lid box in a semi plain box in boxes of 5.
Cuba,4.5,"17,86 gr.",Punch Double Coronas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Doble-Coronas.htm,194,8.9,Thick,Prominente,49,2 Layers in a Box of 25
Cuba,0.0,"11,41 gr.",Punch Club Seleccion No 1 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Club-Seleccion-No1.htm,143,,Thick,Corona Gorda,46,
Cuba,3.0,"4,94 gr.",Punch Coronets Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Coronets.htm,117,,Thin,Panetela,34,2 Layers in a Box of 25
Cuba,3.5,"8,46 gr.",Punch Coronations Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Coronations.htm,129,7.3,Medium,Petit Coronas,42,2 Layers in a Box of 25
Cuba,0.0,,Punch Clasicos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Clasicos.htm,184,,Thick,No 109,50,
Cuba,4.5,3 gr.,Punch Cigarrillos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Cigarrillos.htm,106,,Thin,Chicos,29,Semi Plain Box: (With cellophane) boxes of 25 and 100.
Cuba,3.5,"9,29 gr.",Punch Coronas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Coronas.htm,142,7.2,Medium,Corona,42,2 Layers in a Box of 25
Cuba,0.0,,Punch Amabassador No.1 Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Punch-Ambassador-No-1.htm,142,,Medium,,,
Cuba,0.0,"5,01 gr.",Montecristo Montecristo No. 6 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-No-6.htm,125,,Thin,Seoane,36,"Semi Plain Box: (Without cellophane) Boxes of 25.
Semi Boite Nature with Brooch: Boxes of 25."
Cuba,0.0,"5,01 gr.",Montecristo Montecristo No. 7 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-No-7.htm,175,,Thin,Panetela Larga,28,"Semi Plain Box: (With cellophane) boxes of 25.
Semi Boite Nature with Brooch: Boxes of 25"
Cuba,4.0,,Punch Belvederes Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Belvederes.htm,125,,Thin,Belvederes,39,Semi Plain Box: (With cellophane) boxes of 25.
Cuba,4.0,"15,07 gr.",Punch Churchills Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Churchills.htm,178,7.7,Thick,Julieta No. 2,47,2 Layers in a Box of 25
Cuba,4.0,"10,14 gr.",Montecristo Montecristo Tubos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-Tubos.htm,155,8.1,Medium,Corona Grande,42,2 Layers in a Box of 25
Cuba,4.0,"11,41 gr.",Punch Black prince Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Punch-Black-Prince.htm,143,8.3,Thick,Corona Gorda,46,2 Layers in a Box of 25
Cuba,0.0,"14,26 gr.",Montecristo Montecristo No. 2 Gran Reserva 2005 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-No-2-Gran-Reserva-2005.htm,156,,Thick,Piramide,52,Numbered case containing 15 units.
Cuba,4.0,"5,91 gr.",Montecristo Montecristo No. 5 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-No-5.htm,102,8.0,Medium,Perla,42,2 Layers in a Box of 25
Cuba,3.5,"8,46 gr.",Montecristo Montecristo No. 4 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-No-4.htm,129,7.4,Medium,Mareva,42,2 Layers in a Box of 25
Cuba,4.0,"9,29 gr.",Montecristo Montecristo No. 3 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-No-3.htm,142,7.6,Medium,Corona,42,2 Layers in a Box of 25
Cuba,4.0,"14,26 gr.",Montecristo Montecristo No. 2 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-No-2.htm,156,8.3,Thick,Piramide,52,2 Layers in a Box of 25
Cuba,4.5,"8,84 gr.",Montecristo Montecristo B Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-B.htm,135,,Medium,Cosacos,42,Special packaging: Varnished humidor of 50 cigars.
Cuba,3.5,"10,8 gr.",Montecristo Montecristo No. 1 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-No-1.htm,165,7.3,Medium,Cervantes,42,1 Layer in a Box of 10
Cuba,4.5,"8,15 gr.",Montecristo Montecristo Especial No. 2 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-Especial-No-2.htm,152,9.0,Thin,Laguito No. 2,38,2 Layers in a varnished Semi Boite Nature of 25
Cuba,4.0,"11,86 gr.",Montecristo Montecristo D LE 2005 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-D-LE-2005.htm,170,7.5,Medium,Dalia,43,Varnished Cabinet of 10
Cuba,5.0,,Montecristo Maravillas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Maravillas.htm,182,,Thick,Maravillas No 1,55,
Cuba,4.5,"10,29 gr.",Montecristo Montecristo Especial No. 1 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-Especial-No-1.htm,192,8.7,Thin,Laguito No. 1,39,2 Layers in a boite Nature of 25
Cuba,4.0,"11,41 gr.",Montecristo Montecristo C LE 2003 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-C-LE-2003.htm,143,7.6,Thick,Corona Gorda,46,2 Layers in a Box of 25
Cuba,4.5,"18,79 gr.",Montecristo Montecristo A Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Montecristo-A.htm,235,8.7,Thick,Gran Corona,47,2 Layers in a Cabinet of 25
Cuba,3.0,"2,81 gr.",Montecristo Joyitas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Joyitas.htm,115,5.7,Thin,Laguito No. 3,26,2 Layers in a varnished Semi Boite Nature of 25
Cuba,3.5,"11,66 gr.",Montecristo Master Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Master.htm,124,6.6,Thick,Robusto,50,
Cuba,4.5,,Montecristo Grand Edmundo Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Grand-Edmundo.htm,170,9.2,Thick,Robustos Extra,50,
Cuba,5.0,,Montecristo Edmundo Dantes El Conde 109 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Edmundo-Dantes-El-Conde-109.htm,184,,Thick,No 109,50,
Cuba,4.0,"5,8 gr.",Montecristo Junior Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Junior.htm,110,7.9,Thin,Trabuco,38,
Cuba,3.0,,Montecristo Eagle Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Eagle.htm,150,6.3,Thick,Geniales,54,
Cuba,4.0,15 gr.,Montecristo Edmundo Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Edmundo.htm,135,8.2,Thick,Edmundo,52,Semi Boite Nature of 25 cigars
Cuba,4.5,"17,86 gr.",Montecristo Double Corona LE 2001 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Montecristo-Double-Corona-LE-2001.htm,194,9.0,Thick,Prominente,49,2 Layers in a Box of 25
Cuba,0.0,,Por Larranaga Robusto Superior Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Robusto-Superior.htm,156,,Thick,Dobles,50,
Cuba,0.0,"6,72 gr.",Por Larranaga Small Coronas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Small-Coronas.htm,116,,Medium,Franciscano,40,"Semi Plain Box: (without cellophane) boxes of 25.
Slide Lid Box: Boxes of 25.
Cardboard Pack: Boxes of 5 in boxes of 25."
Cuba,0.0,,Por Larranaga Por Larranaga No. 10 Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Por-Larranaga-Por-Larranaga-No-10.htm,125,,Medium,,,
Cuba,4.5,"11,66 gr.",Por Larranaga Regalias de Londres Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Regalias-de-Londres.htm,141,9.3,Thick,Gordito,50,
Cuba,4.0,"8,46 gr.",Por Larranaga Petit Coronas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Petit-Coronas.htm,129,8.4,Medium,Mareva,42,2 Layers in a Box of 25
Cuba,0.0,,Por Larranaga Magnums Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Magnums.htm,172,,Thick,,,
,4.0,,Por Larranaga Picadores Cigars - Cuban Cigars Reviews,,http://www.cigars-review.org/Por-Larranaga-Picadores.htm,,,,,,
Cuba,4.0,"6,4 gr.",Por Larranaga Panetelas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Panetelas.htm,127,7.6,Thin,Veguerito,37,Semi Plain Box: (With cellophane) boxes of 25; (Without cellophane) boxes of 25.
Cuba,0.0,,Por Larranaga Los Andes Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Los-Andes.htm,127,,Thick,Petit Piramides,50,
Cuba,4.0,,Por Larranaga Montecarlos Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Por-Larranaga-Montecarlos.htm,159,8.0,Thin,Deliciosos,33,Semi Plain Box: (With cellophane) boxes of 25; (Without cellophane) boxes of 25.
Cuba,0.0,3 gr.,Por Larranaga Juanitos Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Por-Larranaga-Juanitos.htm,106,,Thin,Chicos,29,"Semi Plain Box: (With cellophane) boxes of 25.
Special packaging:  Cajon of 100 (With or without cellophane)."
Cuba,0.0,"9,29 gr.",Por Larranaga Hidalgos de Luxe Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Hidalgos-de-Luxe.htm,142,,Medium,Corona,42,
Cuba,4.5,,Por Larranaga Largos de Larranaga Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Largos-De-Larranaga.htm,159,,Thin,Deliciosos,33,"Semi Plain Box: (With cellophane) boxes of 25; (Without cellophane) boxes of 25.
Special packaging: (Without cellophane) Cajon of 5 in 100."
Cuba,5.0,,Por Larranaga Magnificos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Magnificos.htm,170,,Thick,Partagas No. 16,50,
Cuba,4.5,"10,8 gr.",Por Larranaga Lonsdales Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Lonsdales.htm,165,8.9,Medium,Cervantes,42,2 Layers in a Box of 25
Cuba,3.0,"7,77 gr.",Por Larranaga Lolas en Cedro Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Lolas-en-Cedro.htm,129,,Medium,Mareva,42,2 Layers in a Box of 25
Cuba,0.0,"8,46 gr.",Por Larranaga Dunhill Seleccion Suprema N. 32 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Dunhill-Seleccion-Suprema-N-32.htm,129,,Medium,Mareva,42,Semi Plain Box: (Without cellophane) Boxes of 25.
Cuba,0.0,"2,81 gr.",Por Larranaga Eduardos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Eduardos.htm,115,,Thin,Laguito No. 3,26,Special Packaging: Cajon of 100.
Cuba,3.5,"11,86 gr.",Por Larranaga Encantos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Encantos.htm,170,6.9,Medium,Dalia,43,
Cuba,5.0,"9,29 gr.",Por Larranaga Coronas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Coronas.htm,142,,Medium,Corona,42,"Semi Plain Box: (Without cellophane) Boxes of 25.
Slide LId Box: Boxes of 25 and boxes of 50."
Cuba,0.0,,Por Larranaga Belvederes Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Por-Larranaga-Belvederes.htm,125,,Thin,Belvederes,39,Semi Plain Box: (With cellophane) boxes of 25
Cuba,4.0,"4,94 gr.",Por Larranaga Coronitas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Coronitas.htm,117,,Thin,Panetela,34,Slide Lid Box: Boxes of 25.
Cuba,4.0,"12,45 gr.",Por Larranaga Belicosos Extra Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Por-Larranaga-Belicosos-Extra.htm,140,,Thick,Campana,52,
Cuba,3.5,,Romeo y Julieta Wide Churchills Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Wide-Churchills.htm,130,7.3,Thick,Montesco,55,
Cuba,0.0,"5,01 gr.",Romeo y Julieta Shakespeare Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Shakespeare.htm,175,,Thin,Panetela Larga,28,Semi Plain Box: (Without cellophane) boxes of 25.
Cuba,3.5,,Romeo y Julieta Sports Largos Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Romeo-y-Julieta-Sports-Largos.htm,117,7.3,Thin,Sports,35,Semi Plain Box: (With cellophane) Boxes of 25; (Without cellophane) Boxes of 25.
Cuba,4.5,"6,72 gr.",Romeo y Julieta Tres Petit Coronas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Tres-Petit-Coronas.htm,116,8.7,Medium,Franciscano,40,2 Layers in a Box of 25
Cuba,4.0,,Romeo y Julieta Short Churchills Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Short-Churchill.htm,124,8.3,Thick,Short Churchill,50,Box of 25
Cuba,0.0,,Romeo y Julieta Romeos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Romeos.htm,,,,,,
Cuba,3.5,"8,46 gr.",Romeo y Julieta Romeos No. 2 de Luxe Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Romeos-No-2-de-Luxe.htm,129,7.2,Medium,Petit Corona,42,Three layers of cedar-lined aluminium tubes in a b
Cuba,3.5,"6,72 gr.",Romeo y Julieta Romeos No. 3 de Luxe Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Romeos-No-3-de-Luxe.htm,116,6.9,Medium,Franciscano,40,3 Layers of cedar-lined aluminium tubes in a box o
Cuba,4.0,"9,29 gr.",Romeo y Julieta Romeos No. 1 de Luxe Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Romeo-y-Julieta-Romeos-No-1-de-Luxe.htm,142,7.5,Medium,Corona,42,3 Layers of aluminium tubes in a box of 25
Cuba,0.0,,Quintero y Hno. Miramars Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Miramars.htm,146,,Medium,,,
Cuba,3.0,"6,72 gr.",Romeo y Julieta Romeo No 3 Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Romeo-y-Julieta-Romeo-No-3.htm,117,5.5,Medium,Coronitas,40,Semi Plain Box: (In aluminium tubes) boxes of 10 and boxes of 25.
Cuba,4.0,"7,29 gr.",Quintero y Hno. Media Coronas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Medias-Coronas.htm,126,,Medium,Londres,40,Semi Plain Box: (Without cellophane) Boxes of 25
Cuba,0.0,3 gr.,Por Larranaga Curritos Cigars - Cuban Cigars Reviews,Machine Made,http://www.cigars-review.org/Por-Larranaga-Curritos.htm,106,,Thin,Chicos,29,Cardboard Pack: (With cellophane) boxes of 5 in boxes of 100.
Cuba,3.0,3 gr.,Quintero y Hno. Puritos Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Puritos.htm,106,6.2,Thin,Chicos,29,Two layers wrapped in cellophane in a box of 25
Cuba,3.0,"7,29 gr.",Quintero y Hno. Medias Coronas Selectas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Medias-Coronas-Selectas.htm,126,6.3,Medium,Londres,40,2 Layers in a Box of 25
Cuba,3.0,"7,6 gr.",Quintero y Hno. Nacionales Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Nacionales.htm,140,6.0,Medium,Nacionales,40,"Semi Plain Box: (With cellophane) Boxes of 25; (Without cellophane) boxes of 25.
Carboard pack: (With cellophane) Boxes of 5 in boxes of 50; (Without cellophane) boxes of 5 in boxes of 50."
Cuba,0.0,"9,29 gr.",Quintero y Hno. Coronas Selectas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Coronas-Selectas.htm,142,,Medium,Corona,42,Semi Plain Box: (With cellophane) Boxes of 10 and 25
Cuba,3.5,"6,4 gr.",Quintero y Hno. Panetelas Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Panetelas.htm,127,6.8,Thin,Veguerito,37,"Semi Plain Box: (With cellophane) Boxes of 25; (Without cellophane) boxes of 25.
Cardboard Pack: (With cellophane) boxes of 5 in boxes of 50; (Without cellophane) boxes of 5 in boxes of 50."
Cuba,0.0,,Quintero y Hno. Conchas No. 1 Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Conchas-No-1.htm,113,,Thin,,,
Cuba,3.5,"6,9 gr.",Quintero y Hno. Londres Extra Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Londres-Extra.htm,123,7.3,Medium,Standard,40,Semi Plain Box: (With cellophane) Boxes of 25; (Without cellophane) boxes of 25.
Cuba,3.5,"6,9 gr.",Quintero y Hno. Londres Cigars - Cuban Cigars Reviews,Hand Made,http://www.cigars-review.org/Quintero-y-Hno-Londres.htm,123,,Medium,Standard,40,Semi Plain Box: (With cellophane) Boxes of 25; (Without cellophane) boxes of 25.
