origin,average_user_rating,weight,title,manufactured,current_url,length,score,gauge,cigar_format,ring,presentation
Cuba,0.0,,"
  Gispert  Velas",Hand Made,http://www.cigars-review.org/Gispert-Velas.htm,117,,Thin,,,
Cuba,0.0,,"
  Gispert  Panetelas",Hand Made,http://www.cigars-review.org/Gispert-Panetelas.htm,125,,Thin,,,
Cuba,0.0,,"
  Gispert  Toledo Chico",Hand Made,http://www.cigars-review.org/Gispert-Toledo-Chico.htm,106,,Medium,,,
Cuba,1.5,"9,29 gr.","
  Guantanamera  Cristales",Hand Made,http://www.cigars-review.org/Guantanamera-Cristales.htm,150,2.8,Medium,Cristales,41,"Semi Plain Box: (In plastic tubes) Boxes of 5, 10 and 25."
Cuba,2.0,"6,9 gr.","
  Guantanamera  Compay",Hand Made,http://www.cigars-review.org/Guantanamera-Compay.htm,123,4.2,Medium,Standard,40,Semi Plain Box: (With cellophane) Boxes of 5 and boxes of 25.
Cuba,0.0,"8,46 gr.","
  Gispert  Petit Coronas de Luxe",Hand Made,http://www.cigars-review.org/Gispert-Petit-Coronas-de-Luxe.htm,129,,Medium,Mareva,42,Semi Plain Box: (Without cellophane) boxes of 25.
Cuba,0.0,,"
  Gispert  Miniaturas",Hand Made,http://www.cigars-review.org/Gispert-Miniaturas.htm,100,,Thin,,,
Cuba,0.0,,"
  Gispert  Fancy Tales",Hand Made,http://www.cigars-review.org/Gispert-Fancy-Tales.htm,171,,Medium,,,
Cuba,0.0,,"
  Gispert  Palmitas",Hand Made,http://www.cigars-review.org/Gispert-Palmitas.htm,152,,Thin,,,
Cuba,0.0,,"
  Gispert  Habaneros No. 2",Hand Made,http://www.cigars-review.org/Gispert-Habaneros-No2.htm,120,,Thin,,,
Cuba,0.0,"6,9 gr.","
  Gispert  Habaneras No. 2",Machine Made,http://www.cigars-review.org/Gispert-Habaneras-No2.htm,123,,Medium,Standard,40,Semi Plain Box: (With cellophane) Boxes of 25.
Cuba,0.0,,"
  Gispert  Coronas Grandes",Hand Made,http://www.cigars-review.org/Gispert-Coronas-Grandes.htm,143,,Medium,,,
Cuba,0.0,,"
  Gispert  Cenadores Ones",Hand Made,http://www.cigars-review.org/Gispert-Cenadores-Ones.htm,150,,Medium,,,
Cuba,0.0,"9,29 gr.","
  Gispert  Coronas",Hand Made,http://www.cigars-review.org/Gispert-Coronas.htm,142,,Medium,Corona,42,Semi Plain Box: (Without cellophane) boxes of 25.
Cuba,4.0,,"
  El Rey del Mundo  Balthasar",Hand Made,http://www.cigars-review.org/El-Rey-del-Mundo-Balthasar.htm,156,,Thick,Dobles,50,
Cuba,5.0,"8,15 gr.","
  Davidoff  Tubos",Hand Made,http://www.cigars-review.org/Davidoff-tubos.htm,152,,Thin,Laguito No. 2,38,"Cardboard Pack: (Without cellophane) 4's in 20's.
Semi Boite Nature with Brooch: (In alluminium tubes) 20's."
Cuba,0.0,"7,07 gr.","
  Davidoff  Mille series 3000",Hand Made,http://www.cigars-review.org/Davidoff-Mille-Series-3000.htm,178,,Thin,Ninfa,33,"Slide Lid Box: 25's.
Cardboard Pack: (Without cellophane) 5's in 25's."
Cuba,0.0,"10,14 gr.","
  Davidoff  Mille series 4000",Hand Made,http://www.cigars-review.org/Davidoff-Mille-Series-4000.htm,155,,Medium,Corona Grande,42,"Slide Lid Box: 25's.
Cardboard Pack: (Without cellophane) 5's in 25's."
Cuba,4.5,"11,41 gr.","
  Davidoff  Mille series 5000",Hand Made,http://www.cigars-review.org/Davidoff-Mille-Series-5000.htm,143,,Thick,Corona Gorda,46,"Slide Lid Box: 25's.
Cardboard Pack: (Without cellophane) 5's in 25's."
Cuba,3.0,"8,15 gr.","
  Davidoff  No. 2",Hand Made,http://www.cigars-review.org/Davidoff-No.-2.htm,152,5.8,Thin,Laguito No. 2,38,"Slide Lid Box: 50's.
Cardboard Pack: (Without cellophane) 5's in 25's, 50's.
Semi Boite Nature with Brooch: 10's, 25's, 50's."
Cuba,4.5,"10,29 gr.","
  Davidoff  No. 1",Hand Made,http://www.cigars-review.org/Davidoff-No.-1.htm,192,8.5,Thin,Laguito No. 1,38,"Slide Lid Box: 10's, 25's, 50's.
Cardboard Pack: (Without cellophane) 5's in 25's, 50's.
Semi Boite Nature with Brooch: 10's, 25's, 50's.
Special Packaging: Cajon 100's."
Cuba,0.0,"18,79 gr.","
  Davidoff  Gran Corona",Hand Made,http://www.cigars-review.org/Davidoff-Gran-Corona.htm,235,,Thick,Gran Corona,47,
Cuba,5.0,,"
  Davidoff  Chateau Yquem",Hand Made,http://www.cigars-review.org/Davidoff-Chateau-Yquem.htm,152,,Medium,Yquen,42,Slide Lid Box: 25's.
Cuba,4.0,"8,46 gr.","
  Davidoff  Mille series 2000",Hand Made,http://www.cigars-review.org/Davidoff-Mille-Series-2000.htm,129,,Medium,Mareva,42,"Slide Lid Box: 25's.
Cardboard Pack: (Without cellophane) 5's in 25's."
Cuba,0.0,"10,14 gr.","
  Davidoff  Chateau Mouton Rothschild",Hand Made,http://www.cigars-review.org/Davidoff-Chateau-Mouton-Rothschild.htm,155,,Medium,Corona Grande,42,"Slide Lid Box: 25's, 50's."
Cuba,4.0,"15,07 gr.","
  Davidoff  Dom Perignon",Hand Made,http://www.cigars-review.org/Davidoff-Dom-Perignon.htm,178,7.7,Thick,Julieta No. 2,47,"Cardboard Pack: (Without cellophane) 4's in 20's.
Semi Boite Nature with Broch: 10's, 25's."
Cuba,5.0,"6,72 gr.","
  Davidoff  Chateau Lafite Rothschild",Hand Made,http://www.cigars-review.org/Davidoff-Chateau-Lafite.htm,116,,Medium,Franciscano,40,"Slide Lid Box: 25's, 50's.
Cardboard Pack: (Without cellophane) 5's in 25's."
Cuba,4.0,"4,94 gr.","
  Davidoff  Mille series 1000",Hand Made,http://www.cigars-review.org/Davidoff-Mille-Series-1000.htm,117,8.2,Thin,Panetela,34,"Slide Lid Box: 25's.
Cardboard Pack: (Without cellophane) 5's in 25's"
Cuba,4.0,"9,29 gr.","
  Davidoff  Chateau Latour",Hand Made,http://www.cigars-review.org/Davidoff-Chateau-Latour.htm,142,,Medium,Corona,42,"Slide Lid Box: 25's, 50's.
Cardboard Pack: (Without cellophane) 5's in 25's."
Cuba,4.5,"2,81 gr.","
  Davidoff  Ambassadrice",Hand Made,http://www.cigars-review.org/Davidoff-Ambassadrice.htm,115,,Thin,Laguito No. 3,26,"Slide Lid Box: 25's, 50's.
Cardboard Pack: (Without cellophane) 5's in 25's and 5's in 100's.
Semi Boite Nature with Brooch: 25's, 50's."
Cuba,0.0,"18,79 gr.","
  Davidoff  80 Aniversario",Hand Made,http://www.cigars-review.org/Davidoff-80-Aniversario.htm,235,,Thick,Gran Corona,47,"Slide Lid Box: 1's in cedar tubes in 10's.
Special Packaging: Cajon of 10's, 20's."
Cuba,4.5,"8,46 gr.","
  Davidoff  Chateau Margaux",Hand Made,http://www.cigars-review.org/Davidoff-Chateau-Margaux.htm,129,,Medium,Mareva,42,"Slide Lid Box: 25's, 50's.
Cardboard Pack: (Without cellophane) 5's in 25's."
Cuba,0.0,"10,86 gr.","
  Fonseca  Fonseca No. 4",Hand Made,http://www.cigars-review.org/El-Rey-del-Mundo-Fonseca-n4.htm,127,,Thick,Hermoso No. 4,48,
Cuba,5.0,"5,91 gr.","
  Davidoff  Chateau Haut-Brion",Hand Made,http://www.cigars-review.org/DAvidoff-Chateau-Haut-Brion.htm,102,,Medium,Perla,40,"Slide Lid Box: 25's, 50's.
Cardboard Pack: (Without cellophane) 5's in 25's."
Cuba,3.0,"5,43 gr.","
  Fonseca  KDT Cadetes",Hand Made,http://www.cigars-review.org/Fonseca-KDT-Cadetes.htm,115,6.5,Thin,Cadete,36,2 Layers in a varnished Semi Boite Nature of 25
Cuba,0.0,"10,29 gr.","
  Fonseca  Aromas",Hand Made,http://www.cigars-review.org/Fonseca-Aromas.htm,192,,Thin,Laguito No. 1,38,Semi Plain Box: (Without cellophane) boxes of 25.
Cuba,5.0,"10,29 gr.","
  Diplomaticos  Diplomaticos No. 6",Hand Made,http://www.cigars-review.org/Diplomaticos-Diplomaticos-No-6.htm,192,,Thin,Laguito No. 1,38,"Semi Plain Box: (Without cellophane) Boxes of 25.
Semi Boite Nature with Brooch: Boxes of 10 and boxes of 25."
Cuba,3.5,"8,63 gr.","
  Fonseca  Invictos",Hand Made,http://www.cigars-review.org/Fonseca-Invictos.htm,134,,Medium,Especiales,45,2 Layers in a varnished Semi Boite Nature of 25
Cuba,3.0,"8,84 gr.","
  Fonseca  Cosacos",Hand Made,http://www.cigars-review.org/Fonseca-Cosacos.htm,135,6.3,Medium,Cosacos,42,2 Layers in a varnished Semi Boite Nature of 25
Cuba,3.5,"11,27 gr.","
  Fonseca  Fonseca No. 1",Hand Made,http://www.cigars-review.org/Fonseca-Fonseca-No-1.htm,162,7.2,Medium,Cazadores,44,2 Layers in a varnished Semi Boite Nature of 25
Cuba,3.0,"6,9 gr.","
  Fonseca  Delicias",Machine Made,http://www.cigars-review.org/Fonseca-Delicias.htm,123,6.3,Medium,Standard,40,Two layers in a box of 25 wrapped in cedar
Cuba,0.0,"6,76 gr.","
  Hoyo de Monterrey  Versaille",Machine Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Versaille.htm,170,,Thin,Palma,33,"Special packaging: ""Cajon"" of 100"
Cuba,4.0,"5,91 gr.","
  Diplomaticos  Diplomaticos No. 5",Hand Made,http://www.cigars-review.org/Diplomaticos-Diplomaticos-No-5.htm,102,7.8,Medium,Perla,42,2 Layers in a Box of 25
Cuba,3.5,"8,46 gr.","
  Diplomaticos  Diplomaticos No. 4",Hand Made,http://www.cigars-review.org/Diplomaticos-Diplomaticos-No-4.htm,129,7.3,Medium,Mareva,42,2 Layers in a Box of 25
Cuba,0.0,"10,14 gr.","
  Hoyo de Monterrey  Super Selection",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Super-Selection.htm,155,,Medium,Corona Grande,42,"Slide Lid Box: Boxes of 25.
Semi Boite Nature with Brooch: Boxes of 25."
Cuba,0.0,"8,46 gr.","
  Hoyo de Monterrey  Souvenir Deluxe",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Souvenir-De-Luxe.htm,129,,Medium,Petit Coronas,42,Special packaging: Aluminium packs of boxes of 5 in boxes of 100
Cuba,0.0,,"
  Hoyo de Monterrey  Short Ones",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Short-Ones.htm,110,,Medium,,,
Cuba,3.5,"9,29 gr.","
  Diplomaticos  Diplomaticos No. 3",Hand Made,http://www.cigars-review.org/Diplomaticos-Diplomaticos-No-3.htm,142,7.3,Medium,Corona,42,2 Layers in a Box of 25
Cuba,4.0,"14,26 gr.","
  Diplomaticos  Diplomaticos No. 2",Hand Made,http://www.cigars-review.org/Diplomaticos-Diplomaticos-No-2.htm,156,8.3,Thick,Piramide,52,2 Layers in a Box of 25
Cuba,3.5,"10,8 gr.","
  Diplomaticos  Diplomaticos No. 1",Hand Made,http://www.cigars-review.org/Diplomaticos-Diplomaticos-No-1.htm,165,7.5,Medium,Cervantes,42,2 Layer in a Box of 25
Cuba,0.0,"9,29 gr.","
  Hoyo de Monterrey  Royal Coronations",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Royal-Coronations.htm,142,,Medium,Corona,42,Semi Plain Box: (In aluminium tubes) Boxes of 25.
Cuba,4.5,,"
  Hoyo de Monterrey  Short Hoyo Piramides",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Short-Hoyo-Piramides.htm,135,8.5,Thick,Forum,46,
Cuba,0.0,,"
  Hoyo de Monterrey  Petit Hoyo",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Petit-Hoyo.htm,106,,Medium,,,
Cuba,4.0,,"
  Hoyo de Monterrey  Regalos LE 2007",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Regalos-LE-2007.htm,137,8.2,Thick,Regalos,46,
Cuba,4.5,"14,26 gr.","
  Hoyo de Monterrey  Piramides LE 2003",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Piramides-LE-2003.htm,156,9.1,Thick,Piramide,52,2 Layers in a Box of 25
Cuba,3.0,"8,46 gr.","
  Hoyo de Monterrey  Short Hoyo Coronas",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Short-Hoyo-Coronas.htm,129,6.4,Medium,Mareva,42,2 Layers in a Box of 25
Cuba,4.5,9.59 gr.,"
  Hoyo de Monterrey  Petit Robusto",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Petit-Robusto.htm,102,8.5,Thick,Petit Robusto,50,Boxes of 25 Cigars
Cuba,0.0,"6,72 gr.","
  Hoyo de Monterrey  Petit Coronations",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Petit-Coronations.htm,116,,Medium,Franciscano,40,Semi Plain Box: (In aluminium tubes) boxes of 25
Cuba,0.0,,"
  Hoyo de Monterrey  Perfectos",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Perfectos.htm,127,,Medium,,,
Cuba,0.0,"8,15 gr.","
  Hoyo de Monterrey  Odeon",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Odeon.htm,152,,Thin,Laguito No. 2,38,"Special packaging: ""Cajon"" of 100"
Cuba,0.0,,"
  Hoyo de Monterrey  Obsequios",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Obsequios.htm,137,,Thick,,,
Cuba,0.0,"9,29 gr.","
  Hoyo de Monterrey  Opera",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Opera.htm,142,,Medium,Corona,42,"Special packaging: ""Cajon"" of 100."
Cuba,5.0,"18,79 gr.","
  Hoyo de Monterrey  Particulares LE 2001",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Particulares-LE-2001.htm,235,,Thick,Gran Corona,47,2 Layers in a Box of 25
Cuba,3.5,,"
  Hoyo de Monterrey  Palmas Extra",Machine Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Palmas-Extra.htm,140,7.3,Medium,Cremas,40,Semi Plain Box: (With cellophane) Boxes of 25.
Cuba,0.0,"2,94 gr.","
  Hoyo de Monterrey  Margaritas",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Margaritas.htm,121,,Thin,Carolina,26,2 Layers in a Box of 25
Cuba,4.5,"18,79 gr.","
  Hoyo de Monterrey  Particulares",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Particulares.htm,235,8.8,Thick,Gran Corona,47,Semi Plain Box: Boxes of 1 in a slide lid box of 5  boxes
Cuba,0.0,,"
  Hoyo de Monterrey  Monterrey",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Monterrey.htm,233,,Thick,Diademas,55,Semi Plain Box: Boxes of 1 in a Slide Lid Box in boxes of 5.
Cuba,0.0,,"
  Hoyo de Monterrey  Maravillas",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Maravillas.htm,230,,Thick,,,
Cuba,0.0,,"
  Hoyo de Monterrey  Lusitanias",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Lusitanias.htm,184,,Thick,109,50,
Cuba,0.0,"7,07 gr.","
  Hoyo de Monterrey  Longos",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Longos.htm,178,,Thin,Ninfa,33,Semi Plain Box: (Without cellophane) boxes of 25.
Cuba,4.0,"6,76 gr.","
  Hoyo de Monterrey  Le Hoyo du Gourmet",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Le-Hoyo-du-Gourmet.htm,170,8.2,Thin,Palma,33,Slide lid box of 25
Cuba,3.5,"9,29 gr.","
  Hoyo de Monterrey  Le Hoyo du Roi",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Le-Hoyo-du-Roi.htm,142,7.2,Medium,Corona,42,Slide lid box of 25
Cuba,0.0,"6,39 gr.","
  Hoyo de Monterrey  Jeanne D'Arc",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Jeann-D-Arc.htm,143,,Thin,Carlota,35,Semi Plain Box: (With cellophane) Boxes of 25.
Cuba,0.0,,"
  Hoyo de Monterrey  Humidor No1",Machine Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Humidor-No-1.htm,145,,Medium,Conservas,44,Special packaging: Thsy used to come in a Varnished humidor with 50 cigars
Cuba,4.0,"7,52 gr.","
  Hoyo de Monterrey  Le Hoyo du Prince",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Le-Hoyo-du-Prince.htm,130,7.6,Medium,Almuerzo,40,Slide lid box of 25
Cuba,4.0,"3,27 gr.","
  Hoyo de Monterrey  Le Hoyo du Maire",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Le-Hoyo-du-Maire.htm,100,8.2,Thin,Entreacto,30,Slide lid box of 25
Cuba,4.0,"5,8 gr.","
  Hoyo de Monterrey  Le Hoyo du Depute",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Le-Hoyo-du-Depute.htm,110,7.5,Thin,Trabuco,38,Slide lid box of 25
Cuba,4.0,"8,15 gr.","
  Hoyo de Monterrey  Le Hoyo du Dauphin",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Le-Hoyo-du-Dauphin.htm,152,7.6,Thin,Laguito No. 2,38,Banded bundle of 25 in a varnished slide-lid box.
Cuba,4.0,"9,29 gr.","
  Hoyo de Monterrey  Hoyo Coronas",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Hoyo-Coronas.htm,142,7.7,Medium,Corona,42,2 Layers in a Box of 25
Cuba,0.0,,"
  Hoyo de Monterrey  Gracielas",Machine Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Gracielas.htm,110,,Thin,,,
Cuba,0.0,,"
  Hoyo de Monterrey  Generes de Gener",Machine Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Generes-de-Gener.htm,129,,Thin,,,
Cuba,0.0,"7,52 gr.","
  Hoyo de Monterrey  Exquisitos",Machine Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Exquisitos.htm,129,,Medium,Petit Cetro,40,Cardboard Pack with small boxes of 5 in boxes of 100.
Cuba,4.5,"11,41 gr.","
  Hoyo de Monterrey  Epicure No. 1",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Epicure-No-1.htm,143,8.5,Thick,Corona Gorda,46,Slide lid box of 25
Cuba,0.0,"15,07 gr.","
  Hoyo de Monterrey  Diademas",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener.htm,178,,Thick,Julieta No. 2,47,Semi Boite Nature with Brooch: Boxes of 25.
Cuba,0.0,,"
  Hoyo de Monterrey  Cristales No. 1",Machine Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Cristales-No-1.htm,142,,Medium,,,
Cuba,4.5,,"
  Hoyo de Monterrey  Epicure Especial LE 2004",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Epicure-Especial-LE-2004.htm,141,9.2,Thick,Gordito,50,Slide Box
Cuba,4.0,"17,86 gr.","
  Hoyo de Monterrey  Doble Coronas",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Doble-Coronas.htm,194,8.2,Thick,Prominente,49,2 Layers in a Box of 25
Cuba,0.0,,"
  Hoyo de Monterrey  Bonitas",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-Bonitas.htm,102,,Medium,,,
Cuba,4.0,"11,66 gr.","
  Hoyo de Monterrey  Epicure No. 2",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Epicure-No-2.htm,124,7.9,Thick,Robusto,50,Slide lid box of 25
Cuba,0.0,"15,07 gr.","
  Hoyo de Monterrey  Concorde",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Concorde.htm,178,,Thick,Julieta No. 2,47,"Special Packaging in a ""Cajon"" of 100."
Cuba,0.0,"6,72 gr.","
  La Escepcion  Superfinos",Machine Made,http://www.cigars-review.org/La-Escepcion-Superfinos.htm,117,,Medium,Coronitas,40,Semi Plain Box: (With cellophane) Boxes of 25.
Cuba,0.0,,"
  La Escepcion  Perfectos",Machine Made,http://www.cigars-review.org/La-Escepcion-Perfectos.htm,127,,Medium,Perfectos,44,Semi Plain Box: (With cellophane) Boxes of 25.
Cuba,3.5,"8,46 gr.","
  Hoyo de Monterrey  Coronations",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Coronations.htm,129,6.7,Medium,Mareva,42,"Semi Plain Box (In aluminium tubes) with boxes of 10 and 25*

*(these boxes of 25 were discontinued in 2002)"
Cuba,0.0,,"
  La Escepcion  Palmas Reales",Machine Made,http://www.cigars-review.org/La-Escepcion-Palmas-Reales.htm,142,,Medium,,,
Cuba,4.0,"15,07 gr.","
  Hoyo de Monterrey  Churchills",Hand Made,http://www.cigars-review.org/Hoyo-de-Monterrey-de-Jose-Gener-Churchills.htm,178,7.9,Thick,Julieta No. 2,47,2 Layers in a Box of 25
Cuba,0.0,,"
  La Escepcion  Gran Gener",Hand Made,http://www.cigars-review.org/La-Escepcion-Gran-Gener.htm,233,,Thick,Diademas,55,Slide Lid Box: Boxes of one in a cardboard presentation box of 10.
Cuba,5.0,,"
  La Escepcion  Coronas Extra Largas",Hand Made,http://www.cigars-review.org/La-Escepcion-Coronas-Extra-Largas.htm,,,,,,
Cuba,0.0,,"
  La Escepcion  Gracielas",Machine Made,http://www.cigars-review.org/La-Escepcion-Gracielas.htm,110,,Thin,,,
Cuba,4.5,"7,07 gr.","
  La Escepcion  Longos",Hand Made,http://www.cigars-review.org/La-Escepcion-Longos.htm,178,,Thin,Ninfa,33,Semi Plain Box: (Without cellophane) Boxes of 25.
Cuba,5.0,"8,9 gr.","
  La Escepcion  Selectos Finos",Hand Made,http://www.cigars-review.org/La-Excepcion-Selectos-Finos.htm,166,,Thin,Parejos,38,
Cuba,0.0,,"
  La Escepcion  Bombones",Machine Made,http://www.cigars-review.org/La-Escepcion-Bombones.htm,89,,Thin,,,
Cuba,0.0,"6,9 gr.","
  La Escepcion  Excepcionales",Machine Made,http://www.cigars-review.org/La-Escepcion-Excepcionales.htm,123,,Medium,Standard,40,"Semi Plain Box: (With cellophane) boxes of 25.
Cardboard Pack: (With cellophane) boxes of 5 in boxes of 50."
Cuba,4.5,"11,66 gr.","
  La Flor de Cano  Short Churchills",Hand Made,http://www.cigars-review.org/La-Flor-de-Cano-Short-Churchills.htm,124,,Thick,Robusto,50,Slide Lid Box: Boxes of 25.
Cuba,0.0,,"
  La Escepcion  Belvederes",Machine Made,http://www.cigars-review.org/La-Escepcion-Belvederes.htm,125,,Thin,Belvederes,39,Semi Plain Box: (With cellophane) Boxes of 25.
Cuba,2.5,"11,27 gr.","
  La Escepcion  Cazadores Miramar",Hand Made,http://www.cigars-review.org/La-Escepcion-Cazadores-Miramar.htm,162,,Medium,Cazadores,44,Semi Plain Box: (Without cellophane) BOxes of 25.
Cuba,5.0,9.59 gr.,"
  La Flor de Cano  Short Robusto",Hand Made,http://www.cigars-review.org/La-Flor-del-Cano-Short-Robusto.htm,102,,Thick,Petit Robusto,50,
Cuba,3.5,"9,29 gr.","
  La Flor de Cano  Selectos",Machine Made,http://www.cigars-review.org/La-Flor-de-Cano-Selectos.htm,150,6.6,Medium,Cristales,41,2 Layers in a Box of 25
Cuba,4.0,"6,9 gr.","
  La Flor de Cano  Predilectos Tubulares",Machine Made,http://www.cigars-review.org/La-Flor-de-Cano-Predilectos-Tubulares.htm,123,7.8,Medium,Standard,40,Semi Plain Box: (In aluminium tubes) boxes of 25.
Cuba,3.0,"6,4 gr.","
  La Flor de Cano  Preferidos",Machine Made,http://www.cigars-review.org/La-Flor-de-Cano-Preferidos.htm,127,5.9,Thin,Veguerito,37,2 Layers in a Box of 25
Cuba,3.0,"6,9 gr.","
  La Flor de Cano  Petit Corona",Machine Made,http://www.cigars-review.org/La-Flor-de-Cano-Petit-Corona.htm,123,6.0,Medium,Standard,40,Two layers wrapped in rice pape in a box of 25
Cuba,0.0,,"
  La Flor de Cano  Iberos",Hand Made,http://www.cigars-review.org/La-Flor-de-Cano-Iberos.htm,,,,,,Semi Plain Box: (With cellophane) Boxes of 25.
Cuba,3.5,"11,41 gr.","
  La Flor de Cano  Gran corona",Hand Made,http://www.cigars-review.org/La-Flor-de-Cano-Gran-Corona.htm,143,,Thick,Corona Gorda,46,Slide LId Box: Boxes of 25.
Cuba,0.0,"15,07 gr.","
  La Flor de Cano  Diademas",Hand Made,http://www.cigars-review.org/La-Flor-de-Cano-Diademas.htm,178,,Thick,Julieta No. 2,47,Semi Boite Nature with Brooch: Boxes of 25.
Cuba,0.0,,"
  La Flor de Cano  Coronas Selectas",Hand Made,http://www.cigars-review.org/La-Flor-del-Cano-CoronasSelectas.htm,152,,Medium,Yquen,42,
Cuba,0.0,,"
  La Flor de Cano  Cristales",Hand Made,http://www.cigars-review.org/La-Flor-de-Cano-Cristales.htm,,,,,,Semi Plain Box: (In glass tubes) Boxes of 10.
Cuba,0.0,,"
  Jose L. Piedra  Royal Palms",Hand Made,http://www.cigars-review.org/Jose-L-Piedra-Royal-Palms.htm,140,,Thin,,,
Cuba,4.0,,"
  La Corona  Perfectos",Hand Made,http://www.cigars-review.org/La-Corona-Perfectos.htm,127,,Medium,Perfectos,44,
Cuba,0.0,"8,46 gr.","
  Jose L. Piedra  Superiores",Hand Made,http://www.cigars-review.org/Jose-L-Piedra-Superiores.htm,146,,Medium,Superiores,40,Semi Plain Box: (Without cellophane) Boxes of 25.
Cuba,3.0,"8,46 gr.","
  La Flor de Cano  Coronas",Hand Made,http://www.cigars-review.org/La-Flor-de-Cano-Coronas.htm,129,5.8,Medium,Mareva,42,2 Layers in a varnished Semi Boite Nature of 25
Cuba,0.0,,"
  Jose L. Piedra  Panetelitas de Hebra",Hand Made,http://www.cigars-review.org/Jose-L-Piedra-Panetelitas-de-Hebra.htm,111,,Thin,,,
Cuba,4.5,,"
  La Corona  Coronas",Machine Made,http://www.cigars-review.org/La-Corona-Coronas.htm,140,,Medium,Cremas,40,
Cuba,3.0,,"
  Jose L. Piedra  Petit Cazadores",Hand Made,http://www.cigars-review.org/Jose-L.-Piedra-Petit-Cazadores.htm,105,6.1,Thick,Petit Cazadores,43,
Cuba,3.5,"11,27 gr.","
  Jose L. Piedra  Petit Cetros",Machine Made,http://www.cigars-review.org/Jose-L-Piedra-Petit-Cetros.htm,127,6.7,Thin,Petit Cetros JPL,38,Bundle of 25 cigars
Cuba,3.0,"8,63 gr.","
  Jose L. Piedra  Cremas",Machine Made,http://www.cigars-review.org/Jose-L-Piedra-Cremas.htm,134,6.4,Thin,Cremas JLP,39,Bundle of 25 cigars
Cuba,0.0,"6,4 gr.","
  La Flor del Caney  Delgados",Hand Made,http://www.cigars-review.org/La-Flor-del-Caney-Delgados.htm,127,,Thin,Veguerito,37,Semi Plain Box: (With cellophane) Boxes of 25.
Cuba,3.0,"8,63 gr.","
  Jose L. Piedra  Nacionales",Machine Made,http://www.cigars-review.org/Jose-L-Piedra-Nacionales.htm,134,6.0,Medium,Nacionales JPL,42,Bundle of 25 cigars
